"","logFC","logCPM","F","PValue","FDR","gene"
"GGPS1",-0.100785482391038,7.57619071028481,0.249689165589101,0.622744850128813,0.831678790074311,"GGPS1"
"NUDCD3",-0.22738443806257,3.53345269515904,0.248679934485938,0.623547416378666,0.832402969036371,"NUDCD3"
"UBE2G1",0.10152505821366,7.94223212530971,0.248256269903522,0.62373826812617,0.832402969036371,"UBE2G1"
"VPS36",-0.187053419724826,5.8235195325168,0.246850137451482,0.624721390455742,0.833227790219048,"VPS36"
"RP11-888D10.4",-0.316714335965745,1.94275857748879,0.244079261339864,0.624807939169677,0.833227790219048,"RP11-888D10.4"
"SKA2",0.193456957492395,3.00950101576025,0.246285058297199,0.625081140971568,0.833290971887675,"SKA2"
"EDRF1",-0.173068429600202,4.40589842732225,0.245338201504801,0.62581894811157,0.833702333883212,"EDRF1"
"MIR3945HG",-0.157690446597224,6.42969279229593,0.245242547119975,0.625841589392005,0.833702333883212,"MIR3945HG"
"RP4-633O19__A.1",0.271146870687963,1.70922803112117,0.240749150708656,0.62656946062951,0.833970989600439,"RP4-633O19__A.1"
"KDM7A",-0.126083383469529,6.42911979561582,0.243732418421081,0.626900763725795,0.833970989600439,"KDM7A"
"APPL2",-0.146513541268358,7.33078535970119,0.24370317481743,0.626919841991331,0.833970989600439,"APPL2"
"RBM10",-0.131571191150977,5.65698269790149,0.243672197627101,0.626947296789056,0.833970989600439,"RBM10"
"RB1",0.122028088118272,6.68579413254847,0.243035933715764,0.627389996423544,0.834259130379415,"RB1"
"ARHGAP25",0.1125604563048,11.2634047816738,0.242442966035355,0.627806438095873,0.834512160149053,"ARHGAP25"
"SMYD4",-0.320092077430017,1.90916927351806,0.238635349571217,0.628595815575297,0.834961021945741,"SMYD4"
"REPS2",0.0844994894493782,9.17542537899702,0.241323823766361,0.628596671806306,0.834961021945741,"REPS2"
"GRB10",0.209075297584953,4.20513007475625,0.240427773634585,0.629291497699124,0.835428928027745,"GRB10"
"ZNF622",-0.0852149698862335,8.29492840844169,0.240021224004991,0.629519540338812,0.835428928027745,"ZNF622"
"IPO8",-0.144795127304432,5.18633551743846,0.239753504173425,0.629722338540464,0.835428928027745,"IPO8"
"VCAN",0.307441715591319,4.09468334507698,0.239458624360179,0.62998900534628,0.835428928027745,"VCAN"
"TRIP12",-0.0906125684322454,8.07534269270177,0.23923079762951,0.630080950325533,0.835428928027745,"TRIP12"
"UBL3",-0.104574345820209,6.92381847747454,0.238107293917646,0.630881590296067,0.836147681740036,"UBL3"
"FBXO28",0.1214174513813,5.66200808110866,0.237841761854197,0.631076231340379,0.836147681740036,"FBXO28"
"FTH1P15",-0.194185111956325,2.88184381658283,0.236972692181856,0.631586250831181,0.836250566245638,"FTH1P15"
"PITRM1",0.340438540242618,2.57430280174087,0.236407127808045,0.631607134993657,0.836250566245638,"PITRM1"
"ME2",0.132663183351488,8.03407295872176,0.236647146901455,0.63192409571019,0.836370126675252,"ME2"
"MTFMT",0.114319383778579,6.74158749030831,0.234279128662823,0.633625447929915,0.838321227271921,"MTFMT"
"PUS10",-0.170042006405517,4.00613919447025,0.233587557805651,0.634198069215011,0.838456596126371,"PUS10"
"FTH1P5",0.166419587115281,1.93904171809102,0.230959299695335,0.634237438012349,0.838456596126371,"FTH1P5"
"IRS2",0.205808052149495,6.63351055400146,0.233192539504517,0.634409435334642,0.838456596126371,"IRS2"
"RP11-256L6.2",-0.20445796080337,3.8413595485993,0.231071553730129,0.636032492558084,0.840300715194891,"RP11-256L6.2"
"BLOC1S5",0.199845441382264,4.41912054593152,0.228667968602734,0.637739993684031,0.841127464684179,"BLOC1S5"
"FAM105A",-0.114519501317695,8.32573243571482,0.228161360518588,0.638067276408288,0.841127464684179,"FAM105A"
"CHMP1B",-0.0931148369974677,9.35220040610178,0.228123596929832,0.638094718808096,0.841127464684179,"CHMP1B"
"RHEBL1",0.321119740283232,1.76604134991126,0.225105044767611,0.63810952327501,0.841127464684179,"RHEBL1"
"ADAM8",-0.103159349536015,8.70006802648897,0.228037471635338,0.638157912275602,0.841127464684179,"ADAM8"
"CWC22",-0.101902761691713,8.01592938227709,0.227954151298091,0.638219058404465,0.841127464684179,"CWC22"
"NAMPTP1",0.157628960074012,3.60042863060784,0.227359363750453,0.638751071722501,0.841127464684179,"NAMPTP1"
"C6orf3",-0.287157147670528,1.95699960364637,0.224691732954864,0.638913265771321,0.841127464684179,"C6orf3"
"BTBD1",-0.186227010467902,4.34290492908694,0.22691332612237,0.639030626581222,0.841127464684179,"BTBD1"
"RP11-120M18.2",-0.269862101887709,1.93966352510394,0.224410664976392,0.639054519149765,0.841127464684179,"RP11-120M18.2"
"SENP6",-0.0913911493139914,7.56086713150236,0.226664540440781,0.639165694031013,0.841127464684179,"SENP6"
"WRAP53",-0.271161953538398,2.27425956148395,0.224172991902614,0.640045660067956,0.841730279451653,"WRAP53"
"AKAP10",-0.146677771529385,6.88126570839883,0.225313964637552,0.640161015290993,0.841730279451653,"AKAP10"
"CBX4",-0.146752498672884,3.95812209981229,0.225218999647176,0.640308101469048,0.841730279451653,"CBX4"
"MGAT1",-0.0964711620652242,7.45144433132278,0.22464697716344,0.640653154094939,0.841883952496554,"MGAT1"
"TRIP6",-0.219840613728989,2.61767878548461,0.222918721363761,0.641574176013702,0.842732880344713,"TRIP6"
"NAMPT",0.0929551022174119,13.655507806631,0.223157685569443,0.641755933270635,0.842732880344713,"NAMPT"
"MRPS30",-0.26159948090063,3.26886335801098,0.222654279151619,0.642200680886621,0.843016902337826,"MRPS30"
"EP400",-0.176139394456733,3.44990304345419,0.22214286540665,0.642604417787037,0.843246906697784,"EP400"
"CAMK2G",-0.0939593549141892,8.64391058875597,0.221091709145272,0.643294058406827,0.843851786534373,"CAMK2G"
"UGP2",-0.0893624560200703,7.84252528234471,0.220696328877491,0.643589492159446,0.843939312746395,"UGP2"
"UTP14C",0.237461793621651,3.86761310662885,0.220110062809515,0.644110874524866,0.844322958080553,"UTP14C"
"RP11-13N13.6",-0.247711525332967,1.84608222656268,0.215330998132527,0.645663592362547,0.845877293535058,"RP11-13N13.6"
"CSF2RBP1",-0.158920988409379,3.42537854053095,0.217659135599814,0.645960856765748,0.845877293535058,"CSF2RBP1"
"MRPS33",0.303554452533482,2.11491799270683,0.215499648333417,0.646186198610687,0.845877293535058,"MRPS33"
"PPP2CA",-0.0839272030490547,9.37245733994208,0.21720213085653,0.646213574654561,0.845877293535058,"PPP2CA"
"RP11-497H16.7",0.245913190229744,2.66454767319173,0.215448477422381,0.647235032168027,0.846786309063012,"RP11-497H16.7"
"GEN1",0.354894573575815,1.82684028328107,0.212485234551552,0.647794409980955,0.846786309063012,"GEN1"
"RP11-396M11.1",0.191954883849796,2.15250269747622,0.213534446908062,0.647802967896294,0.846786309063012,"RP11-396M11.1"
"RP11-59D5__B.2",0.134640931843561,5.76195687069575,0.215069415204955,0.647833081153374,0.846786309063012,"RP11-59D5__B.2"
"MCMBP",0.101155604095178,6.76413521775631,0.214771621749091,0.64805543002546,0.846786309063012,"MCMBP"
"ATP7A",-0.137326058791153,5.59648798092029,0.214161866890094,0.648524437697168,0.846973340134098,"ATP7A"
"GNAI3",-0.0770767017961185,10.9006818974497,0.213978620823588,0.648657631224651,0.846973340134098,"GNAI3"
"CEP120",-0.163122624063664,4.27130683852756,0.213287343613267,0.649236090752274,0.847051849373891,"CEP120"
"SERPINB6",0.117220611565927,4.74691478207911,0.213072611593779,0.649373849434111,0.847051849373891,"SERPINB6"
"HLA-F",-0.0920538628203975,9.59670347205022,0.212834503881941,0.649530514933164,0.847051849373891,"HLA-F"
"NF2",0.305800896648449,2.17867152667353,0.210891829570004,0.64986698510784,0.847051849373891,"NF2"
"CTD-2095E4.4",-0.224717859916815,2.34707570433781,0.21106019591566,0.650131975547627,0.847051849373891,"CTD-2095E4.4"
"SETD3",-0.12800491965987,5.77085062095843,0.211928324585837,0.650228692923928,0.847051849373891,"SETD3"
"BTRC",0.229138394552347,3.22453813822134,0.211864408434872,0.650324631240172,0.847051849373891,"BTRC"
"C22orf34",0.236034522526744,2.01711022092489,0.209532043586277,0.65057202221384,0.847075074795014,"C22orf34"
"CCDC148",-0.268336846240117,2.05697825588448,0.208220666604885,0.651692559969578,0.848234760595324,"CCDC148"
"ASB16-AS1",0.16232725693517,4.30282006479015,0.209117167446668,0.652435793611185,0.848764301642433,"ASB16-AS1"
"ASNS",-0.23325110540027,3.6308894936182,0.208714106257991,0.652791567191758,0.848764301642433,"ASNS"
"MAP3K6",-0.232875626812379,2.85586054310445,0.208207988457884,0.652977800269797,0.848764301642433,"MAP3K6"
"RASGRP2",0.0977351330043769,6.25291590894039,0.208301731108608,0.653019472185059,0.848764301642433,"RASGRP2"
"NCOR1",-0.0882705286451403,9.90273736761173,0.206647104528684,0.654301350513662,0.850130980068807,"NCOR1"
"ATP7B",0.31278861094163,2.42051032911012,0.20471756021215,0.655146829567751,0.850929884232665,"ATP7B"
"UFL1",0.233459715705134,3.85845453747937,0.204792618676286,0.655828231745336,0.851508409909273,"UFL1"
"RP11-47A8.5",-0.158323999194168,3.03177234076166,0.204024595303592,0.656343439184183,0.851508409909273,"RP11-47A8.5"
"TFCP2",0.124786200507691,4.75104139149946,0.203844867495393,0.656515057983269,0.851508409909273,"TFCP2"
"EPG5",-0.115026415986059,5.67334927418354,0.203678647727369,0.656626488820439,0.851508409909273,"EPG5"
"AC006946.15",-0.244520980381688,2.3027523454583,0.202470619386275,0.656746052737613,0.851508409909273,"AC006946.15"
"TP53BP2",-0.131596417811704,5.37028286428866,0.202463823836453,0.657585082255405,0.85229678732787,"TP53BP2"
"POLA2",0.172607586540597,4.65099305246418,0.201675156119599,0.658227045961723,0.852536715252623,"POLA2"
"KANSL1",0.0940903512107415,5.96482554667446,0.200920189584294,0.658798585922456,0.852536715252623,"KANSL1"
"SQSTM1",0.12640320347714,7.89955413318901,0.200893369509515,0.658816532201984,0.852536715252623,"SQSTM1"
"BPNT1",0.300117053327083,2.76550586374335,0.20028100593435,0.659090722873737,0.852536715252623,"BPNT1"
"C18orf8",0.124124831210884,6.25605930767649,0.200457651946742,0.659163692415043,0.852536715252623,"C18orf8"
"TRMT2B",0.149560503045758,4.65005660425773,0.200133222380303,0.659447144563172,0.852536715252623,"TRMT2B"
"NEDD9",0.0984691633121268,9.25621421267319,0.199472049676404,0.659943641096601,0.852536715252623,"NEDD9"
"HARS",-0.10270876036342,5.87541854509218,0.199250261621439,0.660123938797809,0.852536715252623,"HARS"
"AGAP14",-0.234735283793269,2.18732410433599,0.196875506362144,0.660954465073852,0.852536715252623,"AGAP14"
"F11R",0.106863543353611,8.30256768071064,0.197920496223678,0.661180009582493,0.852536715252623,"F11R"
"DEK",-0.0854897983071751,8.93757601657912,0.19783343517623,0.661249357359687,0.852536715252623,"DEK"
"LYSMD3",-0.114011165498566,7.58144767037214,0.197754154230955,0.661313061623806,0.852536715252623,"LYSMD3"
"ATG4B",-0.14305800564745,5.78028705356116,0.197751455538792,0.661319389754217,0.852536715252623,"ATG4B"
"COMTD1",-0.273991417458085,1.96031347997287,0.195620675522545,0.66143235941545,0.852536715252623,"COMTD1"
"INTS6",-0.0876487246142376,6.80766411170892,0.197602495889986,0.661434802323423,0.852536715252623,"INTS6"
"TCEB3",-0.189657060842874,4.20992200512533,0.197513160511969,0.661559091399066,0.852536715252623,"TCEB3"
"BDP1",-0.207554052035312,3.05126952282532,0.197035423988815,0.661890320341111,0.852536715252623,"BDP1"
"ZNF397",-0.107130522588235,6.73426897729474,0.196628647064081,0.662214613557115,0.852536715252623,"ZNF397"
"TPRG1L",-0.12183102298837,6.53312486195507,0.196394813400552,0.662402570405566,0.852536715252623,"TPRG1L"
"CEP131",-0.224659036740991,2.05339276254732,0.194679327071011,0.662418550475743,0.852536715252623,"CEP131"
"DYRK2",-0.37413315242295,2.36412673994389,0.19520015134284,0.662622032342689,0.852536715252623,"DYRK2"
"CTDSP2",-0.106472980570638,8.19322334424559,0.195609409032158,0.663032211653088,0.852571529312755,"CTDSP2"
"NLGN3",0.144810850515222,2.92585697222116,0.19542541043948,0.663111189465476,0.852571529312755,"NLGN3"
"NUTM2B-AS1",-0.12488712633623,5.12088590738588,0.19489951641794,0.663616477379468,0.852923999139755,"NUTM2B-AS1"
"ETFBKMT",0.171852833529344,3.41399797701286,0.193214011608886,0.665046011452972,0.854378862049871,"ETFBKMT"
"AC113404.1",-0.137470320737774,3.53595296577635,0.192901719496616,0.665309026934672,0.854378862049871,"AC113404.1"
"KAT6B",-0.195898911898686,3.88368299595981,0.192704843028711,0.665455753229768,0.854378862049871,"KAT6B"
"ATP5F1P1",-0.218478524747222,2.50518293257714,0.191742167779703,0.665674587640482,0.854378862049871,"ATP5F1P1"
"CHAMP1",0.20826486865115,2.11939182334982,0.190561007835955,0.665951731571736,0.854437374652192,"CHAMP1"
"SUPT6H",-0.160005911706706,4.78316116655351,0.191535975305453,0.666351180189245,0.854640486803447,"SUPT6H"
"C1GALT1C1",0.0779052001061391,8.15687312043117,0.190887650411606,0.666857743898642,0.854640486803447,"C1GALT1C1"
"MYO18A",0.217451469572697,2.69340161523673,0.190373818571431,0.667004164814042,0.854640486803447,"MYO18A"
"MLLT6",0.195212383848837,4.16704018536795,0.190377265445157,0.66733032212269,0.854640486803447,"MLLT6"
"MSH3",0.226744515117875,3.9112336951796,0.19028545282827,0.66742304632961,0.854640486803447,"MSH3"
"MIF4GD",-0.252323927892387,3.06260292110562,0.190105671355673,0.667499697281174,0.854640486803447,"MIF4GD"
"FBXW11",-0.142730465851111,4.99851370804472,0.188694153644432,0.668669498699757,0.855182851899701,"FBXW11"
"RNH1",0.203842292687947,3.99652612188638,0.1887509656776,0.668674924760182,0.855182851899701,"RNH1"
"TMEM87B",0.204730881344257,4.52930385552004,0.188654432044649,0.668720390734623,0.855182851899701,"TMEM87B"
"VAPA",0.0960443412828943,11.0197259685781,0.188455362602837,0.668850328071148,0.855182851899701,"VAPA"
"HBP1",-0.0810044649716071,11.0005595919316,0.187556808887601,0.669590409315963,0.855832563344615,"HBP1"
"RP11-348N5.7",-0.181065787897086,3.13891127290809,0.186760572015366,0.670279701240561,0.856416931294207,"RP11-348N5.7"
"CTD-2007H13.3",-0.188517121248603,1.88499429328459,0.183673709901952,0.671114684399963,0.857186980074719,"CTD-2007H13.3"
"TTBK2",-0.203348443362494,3.29510469021058,0.184767771706617,0.671969221044373,0.857888540274215,"TTBK2"
"ATP6AP2",-0.0865226414685675,10.6624712013639,0.184494174416138,0.672128934941126,0.857888540274215,"ATP6AP2"
"PPP1R11",0.0795103555544769,8.03922436198855,0.183321601051205,0.673107700531666,0.858285410566623,"PPP1R11"
"XPOT",0.191960068180656,3.86911532298887,0.183409271173171,0.673108577245827,0.858285410566623,"XPOT"
"LSM2",-0.165197412784359,3.22612297580406,0.183179683281777,0.673281487841847,0.858285410566623,"LSM2"
"TST",-0.13057417731666,5.07194230152927,0.183023669114911,0.673370261135603,0.858285410566623,"TST"
"SKAP2",-0.101833076328794,10.5798327832589,0.182358670122387,0.673913889391407,0.858681716800515,"SKAP2"
"RANBP3",-0.127854861713297,4.8852180733539,0.181848407207894,0.674360492799706,0.858954165837388,"RANBP3"
"HMOX1",-0.218044745751244,4.14458800037154,0.18042659743334,0.675595500259403,0.859996431080414,"HMOX1"
"NSD1",0.0998114913943252,5.90950106351022,0.180306081583377,0.675644892602201,0.859996431080414,"NSD1"
"CTA-384D8.34",-0.178468914958535,4.68024950071882,0.17979359771693,0.676099566604283,0.860278414058553,"CTA-384D8.34"
"PIK3AP1",0.11417162456333,9.08458224863616,0.179290235598061,0.676500539082917,0.860491895627702,"PIK3AP1"
"RP3-508I15.22",-0.181563977743665,2.70798850749258,0.178558136592224,0.676897632670844,0.860604349635262,"RP3-508I15.22"
"CCSAP",-0.148205730032711,5.2408956291889,0.178647995907341,0.677055400268609,0.860604349635262,"CCSAP"
"LDHB",-0.229382917253864,3.43299040362276,0.178177383767845,0.677526846283758,0.86090704641428,"LDHB"
"PQLC3",0.166316519752814,5.03861187288353,0.17751501282758,0.678023463244859,0.861069893119245,"PQLC3"
"PXN-AS1",-0.210686017433874,2.02375920188668,0.175815212570129,0.678121709865725,0.861069893119245,"PXN-AS1"
"GPR183",0.235703511282872,2.37796360442068,0.175181130597624,0.679351871787204,0.86220310073551,"GPR183"
"RP11-799M12.2",0.204115215227852,2.77457332038876,0.175594708050475,0.679481468005112,0.86220310073551,"RP11-799M12.2"
"HOMEZ",-0.283283576668923,2.03996274054888,0.173751310284096,0.679926464768821,0.862404700796301,"HOMEZ"
"RP5-1000K24.2",-0.162424358181002,3.82236328611231,0.175151854758511,0.680107772172692,0.862404700796301,"RP5-1000K24.2"
"USP30",0.165203786230279,3.76443427862226,0.174268301143594,0.680869269383178,0.86264371788253,"USP30"
"ATF1",-0.153081076289933,5.68858290684889,0.174082871592949,0.68095590616347,0.86264371788253,"ATF1"
"VMA21",0.167474933480703,3.41909034709813,0.173614155496532,0.681432251664016,0.86264371788253,"VMA21"
"TEX2",0.263139235162518,2.51429413791373,0.172956148545808,0.681454655983172,0.86264371788253,"TEX2"
"RRP7A",-0.175993902324846,3.96756445127005,0.173564317581388,0.681465159248665,0.86264371788253,"RRP7A"
"RPA1",-0.106497931738344,5.56195024800067,0.172765505130035,0.682095266310977,0.862928120337466,"RPA1"
"ICE1",-0.182985511898911,3.71454309328919,0.172393435635736,0.682493426536088,0.862928120337466,"ICE1"
"XAF1",-0.261419366935436,7.81954791278612,0.172297599180469,0.682495115369744,0.862928120337466,"XAF1"
"POLK",-0.165695853694828,5.29924184825422,0.172040635619348,0.68272687567318,0.862928120337466,"POLK"
"CCDC62",-0.289564101512184,1.70374420963544,0.169556497232368,0.682859108776531,0.862928120337466,"CCDC62"
"PNKP",-0.12338207270477,5.47856547056283,0.170134933084338,0.684384549697244,0.863687931884458,"PNKP"
"IQGAP2",-0.117235716459813,7.82536589030552,0.170036455957395,0.684464117786052,0.863687931884458,"IQGAP2"
"SDCBPP3",0.185047246583108,1.70074446460613,0.167642300853015,0.684569706617557,0.863687931884458,"SDCBPP3"
"ZNRD1",-0.11982799149096,4.7556425879187,0.169879201200881,0.684623065535342,0.863687931884458,"ZNRD1"
"STK10",-0.104218175661066,8.04102095798408,0.169608620211397,0.684838394008883,0.863687931884458,"STK10"
"ZMYM2",-0.0827307062563199,6.20495070890729,0.169580836163534,0.684864739483448,0.863687931884458,"ZMYM2"
"NRBF2",-0.0657681061922362,11.3091057561725,0.169145046547027,0.685244380308483,0.863871459972088,"NRBF2"
"KLHL7",-0.101921830602275,6.09931737983341,0.16873983107504,0.685602541431271,0.863971494392452,"KLHL7"
"STK24P1",0.170257209531049,2.16408744669442,0.167318088045496,0.685830835923765,0.863971494392452,"STK24P1"
"GUK1",-0.0768484879343999,8.57003937270099,0.168255072456452,0.686026145953898,0.863971494392452,"GUK1"
"PANK4",0.155539497153927,4.84384683917211,0.167657451151568,0.686571308161737,0.864363059405257,"PANK4"
"RP11-153M7.5",-0.173558131549594,2.27861105391382,0.165105408842949,0.688031921511714,0.865906476936639,"RP11-153M7.5"
"FGFR1OP2",-0.0741473944672942,7.92603795754672,0.165691638898831,0.688291259718733,0.865937520750809,"FGFR1OP2"
"AKAP7",-0.301320229176612,1.98654865462392,0.163511106122731,0.688866330533745,0.866180160064395,"AKAP7"
"FAM76A",0.188858266428996,4.01324253273689,0.164957635813417,0.689005283804911,0.866180160064395,"FAM76A"
"SUDS3",-0.100983107069732,5.95554699092931,0.164479867944326,0.689372084986023,0.866180160064395,"SUDS3"
"LINC01094",-0.188264033944541,5.6872724770309,0.164156144646773,0.689662391718968,0.866180160064395,"LINC01094"
"AE000661.37",-0.15230357528987,4.43727501021084,0.164101919339011,0.689741020536329,0.866180160064395,"AE000661.37"
"GAB3",-0.113801139428718,6.82605303852442,0.163894001112589,0.689892544831777,0.866180160064395,"GAB3"
"BORCS5",0.123703712677364,4.61503426983821,0.162947376127697,0.690765399443197,0.866981062566462,"BORCS5"
"ZNF322",0.178483337013854,2.93818457040403,0.161989095153164,0.691538247747159,0.86723120978816,"ZNF322"
"EIF4EBP3",-0.217194821463393,1.95747383188346,0.160274009571678,0.691751101791921,0.86723120978816,"EIF4EBP3"
"CAMK1D",0.102099477219781,7.94547479735267,0.161804386911591,0.691765552752988,0.86723120978816,"CAMK1D"
"TMEM106B",0.171714015282616,4.52940123647073,0.161683314164891,0.691904791765947,0.86723120978816,"TMEM106B"
"MCRS1",0.153638897779647,5.63063834939095,0.160841817360899,0.692638424421883,0.867283669418427,"MCRS1"
"SYCE3",-0.217078615909515,2.25637729537746,0.159659801210629,0.692898306993587,0.867283669418427,"SYCE3"
"CTC-308K20.1",-0.253439808915777,2.63500364323585,0.159656738956183,0.693421703028068,0.867283669418427,"CTC-308K20.1"
"CHURC1",-0.149105234954904,8.72609012285167,0.159951241479866,0.693438897195135,0.867283669418427,"CHURC1"
"RPIA",0.226246915555293,2.53338330284114,0.15930860260498,0.693606920418553,0.867283669418427,"RPIA"
"PSME3",0.100283694428451,8.64796896582209,0.159722064554516,0.693646661108182,0.867283669418427,"PSME3"
"ZCWPW1",-0.109173337237836,4.64147787815351,0.159612140267352,0.693771335783475,0.867283669418427,"ZCWPW1"
"CTB-114C7.4",-0.285572536558119,2.25389838698364,0.158608477308333,0.693826935534741,0.867283669418427,"CTB-114C7.4"
"LAT2",0.0776386512979404,11.1954612842705,0.159099783819846,0.694211510357952,0.867468370502059,"LAT2"
"SLC30A6",-0.119043005693885,4.49791383788551,0.158877483504355,0.694444868960185,0.867468370502059,"SLC30A6"
"SNRPF",-0.222673560831396,1.86342639273963,0.15681904611718,0.69469221895831,0.867483684587534,"SNRPF"
"MED13L",-0.0825764080277519,7.46391118057257,0.158071829462383,0.695147959289517,0.867759123740974,"MED13L"
"RP11-85A1.3",-0.295296570259781,1.98073892111305,0.155751084057127,0.695947046150968,0.868134411262404,"RP11-85A1.3"
"CALCOCO2",0.0711732595893975,9.34209953459791,0.156795742746439,0.696314579003879,0.868134411262404,"CALCOCO2"
"RPL12P27",0.151049743577853,2.62883284377194,0.156438731784667,0.696349421137821,0.868134411262404,"RPL12P27"
"TMEM87A",-0.0800599674343598,6.52417864979941,0.156715301710562,0.696389663234882,0.868134411262404,"TMEM87A"
"C10orf128",-0.177300654421193,6.28451822384365,0.156101651620697,0.696953544142271,0.868408120186001,"C10orf128"
"SEH1L",0.265748819527876,2.49110681355857,0.155280680841665,0.697251800853773,0.868408120186001,"SEH1L"
"RP11-356I2.4",-0.205738401688348,2.6730828526717,0.155455435248935,0.69731524664258,0.868408120186001,"RP11-356I2.4"
"MGAT4B",0.182107645178552,1.8188642996644,0.153317613699755,0.697841272688764,0.868770005472854,"MGAT4B"
"HLA-L",0.271308448511389,5.13122168626371,0.154518081144769,0.69842306632075,0.868831940296711,"HLA-L"
"GALNT2",0.178038894970862,3.28923610874826,0.154509040492995,0.698474831724892,0.868831940296711,"GALNT2"
"IDE",-0.258341352462034,2.9472572965048,0.154268278685481,0.698597389393047,0.868831940296711,"IDE"
"DCLRE1C",-0.0800642087863145,6.57276598721478,0.153946122990486,0.698941855928958,0.868907081451651,"DCLRE1C"
"REEP5",0.0862445385728229,9.55255675805723,0.15336789902139,0.699476941144618,0.868907081451651,"REEP5"
"ANKZF1",-0.131425476345277,6.16126801599133,0.153288510505447,0.699552895393933,0.868907081451651,"ANKZF1"
"LRRC70",-0.193698713282685,2.92932439218335,0.153180556861706,0.699599712464188,0.868907081451651,"LRRC70"
"ATF7",-0.0989992699016859,4.9562024242576,0.151404821248245,0.701321044377555,0.869753893760294,"ATF7"
"SLC20A1",0.127140392972261,6.52529313938042,0.151357789258465,0.70135177781857,0.869753893760294,"SLC20A1"
"NFU1",0.140533396948507,4.38737233862165,0.151315117936191,0.701426499946228,0.869753893760294,"NFU1"
"RP1-197B17.3",-0.135403869845162,4.3199342969881,0.151196900546872,0.701540352194458,0.869753893760294,"RP1-197B17.3"
"RPS27AP11",-0.162216773946315,2.87116294050703,0.150912703506103,0.701682883448522,0.869753893760294,"RPS27AP11"
"JAK1",-0.0786582932633483,10.3361511495933,0.150827321691412,0.701847299068811,0.869753893760294,"JAK1"
"RP11-33B1.1",0.130749474430063,5.43579761659431,0.150744838989469,0.701931462227142,0.869753893760294,"RP11-33B1.1"
"NUP85",-0.116066143511835,5.21913902810839,0.149045951943877,0.70353262097755,0.871445240485787,"NUP85"
"IFIT5",0.166453633917256,9.38474224633718,0.148737001205,0.703814957895499,0.871502414306843,"IFIT5"
"CLSTN3",0.248245008446965,1.91190716213742,0.146941647292267,0.704061959828413,0.87151581072353,"CLSTN3"
"RPS6KB1",-0.11710122120856,5.43176875198993,0.147876906680769,0.704635873233929,0.87193372643635,"RPS6KB1"
"HIST1H2BH",0.260055167984886,2.1290448170936,0.146047486795548,0.705364390625402,0.872026487489383,"HIST1H2BH"
"SARS",0.0806764961344399,8.24635764715778,0.147049848094211,0.70541495065565,0.872026487489383,"SARS"
"CCL5",0.193429056356052,4.51401601360887,0.147075858396876,0.705419800855233,0.872026487489383,"CCL5"
"MPPE1",-0.11905866311358,7.92806486035958,0.146723605667021,0.705725542053307,0.872112274004254,"MPPE1"
"ZFYVE27",-0.136079864767634,5.67710227827309,0.146464299771122,0.705977008411058,0.872130954481688,"ZFYVE27"
"AKAP11",0.252811661222487,3.14534089778395,0.146072072595206,0.706364314011179,0.872317375736697,"AKAP11"
"ATG101",-0.216412721316152,2.21089676857872,0.144817535515485,0.706708642543731,0.872450615920498,"ATG101"
"NUDT3",-0.16251088460753,4.29408712048044,0.143909974004422,0.708460848658273,0.874321248009709,"NUDT3"
"CRELD2",-0.140994151869414,4.43985820392737,0.143228070298727,0.70911056264044,0.874830483498236,"CRELD2"
"SS18",0.162487989848266,5.11139581621413,0.141412320087638,0.710849829944005,0.876415995186586,"SS18"
"ERAP1",-0.122817180943664,5.7336163657414,0.141272775063941,0.710978418361329,0.876415995186586,"ERAP1"
"RPS6KA3",-0.0806173570385361,7.48652556997141,0.141135634829359,0.711108262761149,0.876415995186586,"RPS6KA3"
"LTB",0.0909483530417752,10.6045955716513,0.140453492694273,0.711773315782809,0.876464667475029,"LTB"
"RASA3",-0.146746043732877,4.05077069116531,0.140477338511259,0.711804359162715,0.876464667475029,"RASA3"
"MMADHC",-0.0725962047357615,9.33787057242639,0.140364436295207,0.711860327485816,0.876464667475029,"MMADHC"
"RP11-313D6.3",-0.129015547629745,3.65003343811895,0.139789660529938,0.712497116483757,0.876693629539729,"RP11-313D6.3"
"EHMT2",-0.259318342124026,1.95723908056876,0.138359866288506,0.712521462056815,0.876693629539729,"EHMT2"
"SECTM1",0.130194102985927,5.37716249134438,0.138655107536727,0.713543650524201,0.877658690144767,"SECTM1"
"ZNF354A",0.144083938624098,7.59497663766499,0.136143189878468,0.716021523421941,0.880413002808051,"ZNF354A"
"MYL12A",0.0904932277137311,12.3426386442381,0.134271196301902,0.717890067012785,0.882416504755888,"MYL12A"
"SLC9A6",0.153256279751444,3.8842286511486,0.133894974900559,0.718329199964394,0.882551163116435,"SLC9A6"
"LINC00667",-0.213290278534887,2.57623138754086,0.133365452758009,0.718477965854138,0.882551163116435,"LINC00667"
"HLA-DPB1",-0.23173635493447,4.24381657781606,0.133440755587929,0.718765503415727,0.882610551615318,"HLA-DPB1"
"GOLT1B",0.103899305273622,4.80329135247019,0.132936615073026,0.719249143721457,0.882762034074464,"GOLT1B"
"NATD1",0.0760457851840414,5.96325338780936,0.132804652283496,0.719367326954448,0.882762034074464,"NATD1"
"PRELID1",-0.0926313712009586,8.52943215132382,0.132197580285206,0.719977734499083,0.883217367121548,"PRELID1"
