"","logFC","logCPM","F","PValue","FDR","gene"
"HCG14",-0.912752651517205,2.30583953246663,2.89055549462175,0.101363604625004,0.41512952393592,"HCG14"
"ARID5B",0.79682108666334,3.28857921927433,2.94096838313306,0.101814421002066,0.415916971706305,"ARID5B"
"FUT11",-0.88947926181335,2.24193649454635,2.87471884447102,0.101865379406377,0.415916971706305,"FUT11"
"PCMT1",0.413838946855947,9.22739583334963,2.9393569776788,0.101894022336721,0.415916971706305,"PCMT1"
"FCER1G",0.444847609660132,11.8360993370109,2.93391508382246,0.102190857677252,0.416410463986944,"FCER1G"
"C1orf52",-0.348293832043411,6.99653392784473,2.93305288693911,0.102240617987038,0.416410463986944,"C1orf52"
"PDE8A",-0.965522256282983,2.53009135263719,2.89118170277628,0.102527639024806,0.416771377612779,"PDE8A"
"MEA1",-0.393003070981249,7.02108088986139,2.92628307909988,0.102611449171712,0.416771377612779,"MEA1"
"DENND2D",0.629238425770702,5.79499807661397,2.92552902830828,0.102668071070465,0.416771377612779,"DENND2D"
"ITPKB",-0.414955012083531,5.5424731154442,2.91141598557977,0.103451575297335,0.419490453678206,"ITPKB"
"FAM13B",-0.567220236714756,4.58130419054452,2.90818920770512,0.103716861763889,0.420104522402579,"FAM13B"
"CMPK1",-0.664595916090975,4.93462095512873,2.90220332757927,0.104006907962833,0.42046304903885,"CMPK1"
"ATP5A1",-0.403919385670726,7.85024054733267,2.90056667489582,0.104033269315033,0.42046304903885,"ATP5A1"
"FASTKD3",0.919509086540205,2.92235053947313,2.88184783126929,0.104322978888028,0.420577974339385,"FASTKD3"
"TXNL4A",-0.775722785796567,2.82423107230223,2.8783295086327,0.104592692850875,0.420577974339385,"TXNL4A"
"PRKAR1A",0.374854604229832,11.277263423418,2.88973990417824,0.104638688714434,0.420577974339385,"PRKAR1A"
"DEDD",0.321823835029842,6.70696548664465,2.88693666962637,0.104800369442309,0.420577974339385,"DEDD"
"TSPAN13",-0.889716005156278,3.46701246403827,2.88998999125837,0.10480054036007,0.420577974339385,"TSPAN13"
"ADGRV1",-0.824782160315538,1.96757995668105,2.79101984328306,0.104920568901961,0.420577974339385,"ADGRV1"
"RP11-977G19.5",-0.635176281467744,2.28106061612171,2.82873235008084,0.105069213710827,0.420577974339385,"RP11-977G19.5"
"RP11-448G15.3",-0.616884049317952,4.32015394225938,2.88422815846252,0.105109581589357,0.420577974339385,"RP11-448G15.3"
"THAP3",0.617318108192758,3.78968806471058,2.88572917576319,0.10511012559044,0.420577974339385,"THAP3"
"RPS8",-0.558288446054146,4.77391627026426,2.8804951733297,0.105240808923016,0.420577974339385,"RPS8"
"BORCS7",-0.597660208703404,5.04692503115567,2.87524796851011,0.105509996659714,0.420577974339385,"BORCS7"
"AGAP7P",-0.732607173087112,4.72158366510379,2.87588594364125,0.105514989840528,0.420577974339385,"AGAP7P"
"CISD3",-0.637551343681875,3.21514450616165,2.87436422767682,0.105600223684729,0.420577974339385,"CISD3"
"SCYL3",0.411745726666948,5.49984261893652,2.87216122064658,0.105657393553553,0.420577974339385,"SCYL3"
"RNU7-41P",-0.866242659420001,1.77564750386472,2.75413193022327,0.105809833194981,0.420730910010217,"RNU7-41P"
"TRIM25",-0.331941628648368,8.56578771873644,2.8633252608904,0.106135870213349,0.421573047456681,"TRIM25"
"COIL",-0.612221730858094,4.57451256178322,2.86272601350798,0.106281738817733,0.421698512083261,"COIL"
"TMED7",0.506297563905865,6.14293163106977,2.85339103641682,0.10671460036049,0.422961197991629,"TMED7"
"MALT1",-0.784212105765306,3.41582262926031,2.85187121583369,0.106979725242681,0.423293181323375,"MALT1"
"KCTD18",-0.568973061441156,4.82929197748753,2.84790139522852,0.107095469263748,0.423293181323375,"KCTD18"
"HNRNPU",-0.292604096141637,8.2711225361547,2.84580633462587,0.107142501722502,0.423293181323375,"HNRNPU"
"MPST",0.758057386852828,4.17147447180408,2.84237643090492,0.107535869298468,0.424392895947965,"MPST"
"KANSL2",-0.456419185430387,5.8692382523024,2.83644728831605,0.107697868161125,0.424578134096744,"KANSL2"
"NAPG",-0.422446453697767,6.1279549005465,2.82994653172968,0.108071981522032,0.424929821952451,"NAPG"
"ZNF513",0.902841107371633,2.02076024740809,2.74062306977604,0.108086533162872,0.424929821952451,"ZNF513"
"ATXN1",0.385897265404183,8.15310240153327,2.82876269180345,0.1081325481879,0.424929821952451,"ATXN1"
"EIF3B",-1.10844930411381,2.56721826019776,2.78959697312272,0.108394825278955,0.425507346041854,"EIF3B"
"PWP1",-0.716503214448508,4.21523304567718,2.82283969760653,0.108664552621641,0.426112857783057,"PWP1"
"EXOSC8",-0.550614028828971,4.60086315228545,2.81891831514008,0.10881421443104,0.426246763535603,"EXOSC8"
"C2orf68",0.466898749546789,7.53884561527161,2.81394262801468,0.109002653177385,0.426532121128898,"C2orf68"
"RP11-768B22.2",-0.733242423828985,2.65769349198936,2.78822247505216,0.109299249813841,0.427239652344358,"RP11-768B22.2"
"LYRM4",-0.984881975334104,1.96303468700522,2.71080950155063,0.109676742520313,0.428002163043164,"LYRM4"
"ZNF740",-0.755069259453455,2.61325805332764,2.7780091994226,0.109726299793722,0.428002163043164,"ZNF740"
"WAC",-0.284266078855652,8.73149620181875,2.79451496857116,0.110154313690149,0.429217969922546,"WAC"
"DHX29",-0.400961152059545,5.49000986214771,2.79296831766393,0.110270871886145,0.42921890006316,"DHX29"
"FRY",-0.327613368949781,7.58483522521304,2.78378348029443,0.110798099573801,0.430381091666921,"FRY"
"DESI1",0.562381089397354,4.43348577851419,2.78546437393554,0.110836347330958,0.430381091666921,"DESI1"
"SIL1",0.708477886145691,3.19854768029159,2.78109961101878,0.110919354519036,0.430381091666921,"SIL1"
"TAPBP",0.47743881420217,9.43153128831032,2.7767289669661,0.111221811148282,0.431101347833151,"TAPBP"
"ZNF830",-0.417817104763079,6.45362509928075,2.77197992773004,0.111514736696641,0.431634829403179,"ZNF830"
"Y_RNA",-0.667685106729,3.38828029771595,2.77297804749348,0.111658492972797,0.431634829403179,"Y_RNA"
"C14orf119",-0.365191591726793,8.37965596064559,2.76866781021084,0.111710369127381,0.431634829403179,"C14orf119"
"ZMAT2",0.382437897604193,6.91526216980156,2.76533349249274,0.111915340064863,0.431884850929333,"ZMAT2"
"MAPK6",0.912525490254491,2.48362668015221,2.72375950811364,0.112013242075118,0.431884850929333,"MAPK6"
"LIMK2",0.427711808988391,9.25929257004664,2.76182148943691,0.112126202490597,0.431884850929333,"LIMK2"
"PSAP",0.580958890882424,12.9938548107605,2.75958412324131,0.112262654951994,0.431959537823627,"PSAP"
"FMNL1",-0.39576143628043,8.67058677240113,2.75642900307186,0.112455877298447,0.432252278365905,"FMNL1"
"N4BP2L2",-0.266650253764357,9.14619674188911,2.75415929385048,0.112594423423541,0.432334466631493,"N4BP2L2"
"CPNE8",1.0405887842391,2.37084428294116,2.69806699879278,0.11283101529873,0.432792563879745,"CPNE8"
"TMEM169",1.02194933112669,2.80423602585492,2.72278373791929,0.113269176923436,0.433860187442986,"TMEM169"
"RP11-367G6.3",0.839626262670121,2.51708374431905,2.70568801315295,0.113447699072684,0.433860187442986,"RP11-367G6.3"
"CBX3P3",-0.841270191544333,2.25652584704677,2.68392173067926,0.113527972904761,0.433860187442986,"CBX3P3"
"WASH2P",0.702477315873729,2.02577751810818,2.65819765308718,0.113579658826538,0.433860187442986,"WASH2P"
"CCSER2",-0.416105080052151,5.44828342306638,2.73328916912072,0.11390773181545,0.434247523067412,"CCSER2"
"RPL10P12",-0.789704183755326,2.38980119582892,2.69033298914734,0.114017340037629,0.434247523067412,"RPL10P12"
"ALDH1A2",-0.492002635704027,4.71536586900315,2.73120385717393,0.11409820172067,0.434247523067412,"ALDH1A2"
"CSNK1A1",0.37333307338721,7.36645964979157,2.72896869832821,0.11415178790661,0.434247523067412,"CSNK1A1"
"CCDC28A",-0.355662788746289,9.67290607881603,2.72618438812222,0.114323625583338,0.434453324822366,"CCDC28A"
"HAUS3",-0.574005079389816,5.25544189032588,2.71668408863982,0.114955934178554,0.436406787159326,"HAUS3"
"CRYL1",-0.967069540603205,2.805889577457,2.6976812234545,0.115155996277784,0.436716984856137,"CRYL1"
"BTNL8",-0.43586081846593,9.1292583706301,2.70846750026561,0.115435033241103,0.43732574195038,"BTNL8"
"PIK3CG",0.39143876623793,7.48939745683269,2.70193297574377,0.11584940190054,0.438445428731273,"PIK3CG"
"CTD-2083E4.6",-0.944450693048916,1.81722382581449,2.5963309956026,0.116226024230788,0.439420112102059,"CTD-2083E4.6"
"TWSG1",0.969020039886505,3.17575061848489,2.68323284866358,0.116769903927888,0.441024509205638,"TWSG1"
"ATG12",-0.289416162453623,7.98671843197511,2.67481878482814,0.117581947130998,0.441839190831775,"ATG12"
"TTC26",0.704284827236372,5.41982030663647,2.6737950640036,0.117681071785626,0.441839190831775,"TTC26"
"SMCR8",-0.526413148826653,3.89984996202655,2.67666725190575,0.117713158371541,0.441839190831775,"SMCR8"
"PRR3",-0.991920364801099,2.45218360716907,2.63420476055479,0.117726360555473,0.441839190831775,"PRR3"
"HDAC3",0.489947170226313,5.87823015449691,2.67261422950162,0.117738199128008,0.441839190831775,"HDAC3"
"RP3-449O17.1",-0.556012823188331,4.71685814768512,2.67172251585795,0.117870235097287,0.441839190831775,"RP3-449O17.1"
"CXXC1",-0.604875171577286,3.90720115357857,2.67396513617754,0.117885077921378,0.441839190831775,"CXXC1"
"RP13-104F24.3",-0.396028809798035,5.51791955739187,2.66957281753771,0.117943523839918,0.441839190831775,"RP13-104F24.3"
"FAH",-1.18009615523345,2.42304961474646,2.61886719992511,0.11825755601077,0.44192948952273,"FAH"
"RPS19P3",-1.06158452755197,2.05534901872387,2.58267936553022,0.118566538503719,0.44192948952273,"RPS19P3"
"SVIL-AS1",-0.805831823556262,3.1802321829007,2.65687999402923,0.118726539321308,0.44192948952273,"SVIL-AS1"
"CA5B",-1.01005345170934,2.66962731984498,2.63431064640459,0.118744692859422,0.44192948952273,"CA5B"
"MYH3",-1.08589331678632,1.86656959935841,2.56247758803236,0.118791980788112,0.44192948952273,"MYH3"
"MRE11",-0.442310401369364,5.10761199771475,2.65592130862338,0.118853325691654,0.44192948952273,"MRE11"
"LMAN2",0.377048115715247,9.42897303574816,2.65521012304546,0.118853759365597,0.44192948952273,"LMAN2"
"RP11-367J11.2",-0.771266361201031,2.60971148964213,2.63208290847501,0.118925740676442,0.44192948952273,"RP11-367J11.2"
"ATXN3",-0.336783783125292,6.36362113645269,2.64623880092789,0.119447842442892,0.443128005744684,"ATXN3"
"SPOCK2",-0.94037977501971,3.65796604878414,2.64898798710939,0.119488445993485,0.443128005744684,"SPOCK2"
"RP11-3K24.3",-0.75364785677638,2.12816866959486,2.57176338834003,0.120244112020888,0.445482704173771,"RP11-3K24.3"
"DMXL1",-0.573653035512223,4.73957530792001,2.6316329548828,0.120492225158605,0.445611082750674,"DMXL1"
"RP11-804M7.2",-0.747036167745516,2.54327147204176,2.6041217535217,0.120520287421456,0.445611082750674,"RP11-804M7.2"
"ZNF641",-0.628356211478378,7.09799326184389,2.62745141760894,0.120685492353265,0.445675953854959,"ZNF641"
"ELF1",0.398890306892076,8.19699567072008,2.62257278006604,0.121008858073552,0.445675953854959,"ELF1"
"LIPN",0.787538192506135,5.6600492133887,2.62255228458319,0.121033946047176,0.445675953854959,"LIPN"
"ARPP19",-0.367062628540031,7.96674445367462,2.62074050572557,0.121131217358631,0.445675953854959,"ARPP19"
"IER3IP1",-1.11757300646926,2.46824830722329,2.57845743360673,0.121376245399456,0.445675953854959,"IER3IP1"
"ISCA2",-0.380740061792985,7.07289498096964,2.61666641100051,0.121405186824153,0.445675953854959,"ISCA2"
"MYO16-AS1",1.10437986320826,2.66914806497148,2.58810265680606,0.121413035806279,0.445675953854959,"MYO16-AS1"
"PPP1CC",-0.464992291498417,7.98137813748487,2.61516895261266,0.121504067636339,0.445675953854959,"PPP1CC"
"HDAC9",-1.01434573551576,2.92122143541957,2.60207216367468,0.12170747911526,0.445978746708351,"HDAC9"
"FGD4",0.469854642539278,6.72171087945891,2.6071788171417,0.122044616042572,0.446770469441557,"FGD4"
"TMEM14C",-0.623129401950551,4.15421710591185,2.59506358397334,0.123057825699953,0.449444898167577,"TMEM14C"
"CAMLG",-0.366934859002143,6.96944577420401,2.59102427783107,0.123137635204544,0.449444898167577,"CAMLG"
"OMG",-1.04606145503164,3.32562609290783,2.59068907520602,0.123173938123247,0.449444898167577,"OMG"
"PDLIM1",1.01801644009674,3.44158266278094,2.58937593278234,0.123262394836203,0.449444898167577,"PDLIM1"
"RPS18",-0.640123056687739,3.76656579211054,2.58858907821119,0.123569440766792,0.450119680581896,"RPS18"
"MYCBP2",-0.448776203418503,6.39362272343874,2.57999364401229,0.123895353484428,0.450861789307237,"MYCBP2"
"ENC1",1.10217891538721,3.73103762192655,2.57725157746616,0.124232284337692,0.451642491828655,"ENC1"
"HLA-E",0.43679282877667,14.7472638239561,2.56998756652107,0.124577809577827,0.451671431964486,"HLA-E"
"HNRNPAB",-0.649334771549469,2.84421016432147,2.55904847258318,0.124774520926343,0.451671431964486,"HNRNPAB"
"AIF1",-0.554755153628911,12.0670648996411,2.56666877023759,0.124807271914721,0.451671431964486,"AIF1"
"RP11-477D19.2",-1.11115359497355,2.07007885335602,2.49513035716482,0.124898225274575,0.451671431964486,"RP11-477D19.2"
"JTB",-0.411923501366854,9.08311445880635,2.56429267831214,0.124971899529962,0.451671431964486,"JTB"
"TDP1",-0.846752497307244,3.25697906879932,2.56437791595001,0.125015641572271,0.451671431964486,"TDP1"
"CTC1",-0.474119717792633,5.16000360280559,2.56310525018653,0.125097074110489,0.451671431964486,"CTC1"
"SPOP",-0.280991188401014,8.86685726492344,2.55475718498175,0.125635120642546,0.452890205345182,"SPOP"
"ELK4",-0.94348675788401,3.12819199546391,2.55175389610507,0.125680100345113,0.452890205345182,"ELK4"
"ZNF487",-0.341570838184735,6.81220706545804,2.54484376114365,0.126332043888562,0.454510619063112,"ZNF487"
"ATF4",-0.345268429499664,6.49302134509619,2.54273833114053,0.12648221094099,0.454510619063112,"ATF4"
"C14orf2",-0.382276760986556,9.68957694454309,2.54241870435372,0.126499296958758,0.454510619063112,"C14orf2"
"KBTBD7",0.348163790113945,7.21525290565915,2.53938811786033,0.126714673545008,0.45484158111,"KBTBD7"
"LCLAT1",0.592855259792684,4.80810437493521,2.53805616532715,0.126890471293605,0.455029969944997,"LCLAT1"
"RP11-574K11.24",-0.893569483361891,2.75234942571736,2.51425125153766,0.127472994448376,0.456675096616026,"RP11-574K11.24"
"RP11-429G19.3",0.845211100821626,1.9667875168369,2.44908988986877,0.127650815846469,0.45686858435836,"RP11-429G19.3"
"ANAPC16",-0.373855023674366,7.53892920144899,2.52423506083703,0.12778727121606,0.456913789522538,"ANAPC16"
"GP1BA",0.863569923597135,1.63365565920148,2.41722588410242,0.128469157666026,0.458596613141355,"GP1BA"
"CDH2",-1.01842649593476,3.45276937133678,2.51403059482239,0.128636923422005,0.458596613141355,"CDH2"
"CDK13",-0.406559878367196,6.04775100904794,2.51087143533304,0.128751944928405,0.458596613141355,"CDK13"
"AEBP2",0.667180273088729,4.51257572765693,2.5102491517099,0.128918791938381,0.458596613141355,"AEBP2"
"NECAP2",0.463671663557922,6.34333959730846,2.50814961184945,0.128944431379677,0.458596613141355,"NECAP2"
"RALGAPA1",-0.85763673680335,2.17974999751438,2.4530931394108,0.129003600119438,0.458596613141355,"RALGAPA1"
"GK-IT1",-0.735932253167417,4.09633265132321,2.50209469355511,0.129586657389012,0.460225953575992,"GK-IT1"
"LINC00467",-0.550518501933362,3.11076999613927,2.49662724339139,0.129777975876738,0.460462241331886,"LINC00467"
"CD163",0.942968341215092,2.79620967348912,2.47873194086162,0.129913978190107,0.460501997619112,"CD163"
"EYS",-0.698884087689895,3.49677642144386,2.49458415107099,0.130159240624255,0.460851568631438,"EYS"
"RP11-1334A24.6",0.602174750216628,4.20260168829063,2.49167024298986,0.130316989903182,0.460851568631438,"RP11-1334A24.6"
"BTBD7",-0.502805836209314,4.9092688842227,2.4877854055306,0.130477366932442,0.460851568631438,"BTBD7"
"RP11-242D8.1",-0.585495758877346,4.27989684008419,2.48873642326114,0.130512165100231,0.460851568631438,"RP11-242D8.1"
"EFHD2",-0.39847448969935,8.47791719304242,2.48170272293838,0.130857600317021,0.461532767953231,"EFHD2"
"LMO4",0.474122467236162,4.30991097922317,2.47790843842324,0.13129770392901,0.461532767953231,"LMO4"
"LTA",1.20808092984083,1.80268539127142,2.38885738332947,0.13132945786494,0.461532767953231,"LTA"
"NDUFA12",-0.594680161831907,6.25044073184483,2.47503691892645,0.131354471770576,0.461532767953231,"NDUFA12"
"TMCO3",0.373408982087728,6.84294633483954,2.47381713230077,0.131439506668407,0.461532767953231,"TMCO3"
"RP1-161N10.1",0.938306347028035,2.11003553546689,2.41063174177741,0.131455539056598,0.461532767953231,"RP1-161N10.1"
"GALNT4",0.668962819092921,2.37566397353459,2.43471597134322,0.131658058853655,0.461682330777332,"GALNT4"
"MAP3K5",-0.334081312642782,7.82496018795009,2.46829653014376,0.131844097061298,0.461682330777332,"MAP3K5"
"NSMCE4A",-0.877574804874741,3.19070872395999,2.46740521743959,0.131873489604148,0.461682330777332,"NSMCE4A"
"RP11-563J2.3",-0.834379009570003,3.00624871062559,2.46055401471159,0.132102903656467,0.462047122741577,"RP11-563J2.3"
"CSRP1",0.667490226196986,3.97120174212756,2.46529642925951,0.132292543726123,0.462272240861169,"CSRP1"
"LINC01481",-0.472465664405964,3.9912410497543,2.45768159577692,0.132861933958256,0.463388868538978,"LINC01481"
"TRAF3IP2",0.683050084717509,3.15452204148563,2.45188266297097,0.132969145711535,0.463388868538978,"TRAF3IP2"
"CDK5R1",0.834350063860715,5.42933681476691,2.45322194194508,0.132999110055611,0.463388868538978,"CDK5R1"
"DLEU1",-0.811254226900751,2.07372595048508,2.38983441806889,0.133158613535637,0.463388868538978,"DLEU1"
"ITGA1",0.752585112297134,4.07982643990853,2.45043912140834,0.133381187949008,0.463388868538978,"ITGA1"
"RP11-321E2.5",-0.508787950887929,4.3443716694834,2.44838556843948,0.133476346614336,0.463388868538978,"RP11-321E2.5"
"RFC3",-0.96177084096899,2.29858036695487,2.40243770644143,0.1335354103151,0.463388868538978,"RFC3"
"OXLD1",0.523070274298971,3.87799845459409,2.44776594522445,0.133616736077364,0.463388868538978,"OXLD1"
"PKP4",-0.853885219506268,4.65845956511727,2.44252734305039,0.133874426868918,0.463791805602804,"PKP4"
"CTB-47B11.3",-0.69879475520306,2.79591856497096,2.42994182743428,0.133984299396366,0.463791805602804,"CTB-47B11.3"
"CLTB",-0.409126284192745,5.62195511159841,2.43633367633799,0.134250584010293,0.464278027177114,"CLTB"
"PDE1B",-0.817134748211307,2.11246312980537,2.37561747767796,0.13451036471249,0.464740866843717,"PDE1B"
"CTD-2006K23.1",1.38726157939244,4.54380765742404,2.4299912783607,0.134873930545002,0.46556108859781,"CTD-2006K23.1"
"ATP23",-0.700607693836918,3.27250099743397,2.42705963936684,0.13505808860994,0.465761071935214,"ATP23"
"ABLIM1",0.91054039873752,3.20918133104752,2.41672272036629,0.135549407783691,0.466411987377655,"ABLIM1"
"YIPF6",-0.348804551181805,7.48547463924286,2.41808704115194,0.135618109159922,0.466411987377655,"YIPF6"
"ZFYVE16",-0.301011066912791,7.55107532112322,2.41798243733434,0.135626033185968,0.466411987377655,"ZFYVE16"
"MCC",-0.619980426151991,4.81599691183776,2.41426581210805,0.135987657123897,0.466790575965272,"MCC"
"EPC1",-0.3117110397125,6.20286003553049,2.41269085017966,0.13603805490499,0.466790575965272,"EPC1"
"RP11-321E2.3",0.517200597453102,3.43057606906547,2.41420910207599,0.136123987630503,0.466790575965272,"RP11-321E2.3"
"SCRN3",-0.457958910351669,5.12038458959196,2.41051593220454,0.13624212745653,0.466790575965272,"SCRN3"
"RP11-468E2.5",-0.633983512942682,2.49370607593954,2.38010352309775,0.136714838026375,0.467688531503661,"RP11-468E2.5"
"COX7A2",-0.335807221487067,8.30599675810633,2.40324221821867,0.136757703385488,0.467688531503661,"COX7A2"
"CSRP2",-0.971049803955009,1.74645717122548,2.31351693634,0.136959586956128,0.467869355558882,"CSRP2"
"ADNP2",-0.674935850702149,3.58884507322498,2.40268423425555,0.137064166221992,0.467869355558882,"ADNP2"
"IRAK4",0.319965054096051,7.03388454487084,2.39421618342049,0.137458292694845,0.46878105364508,"IRAK4"
"RP1-197B17.5",-0.618653290694403,3.24213353058745,2.3902679494504,0.137890766133899,0.469516275309918,"RP1-197B17.5"
"B3GALT4",0.500380888570646,4.58121214907803,2.38959732740477,0.137928358383727,0.469516275309918,"B3GALT4"
"BTG1",0.354706169634199,10.2908806261158,2.38584721769638,0.138107982409654,0.469694428655873,"BTG1"
"PFDN5",-0.317901840826224,8.52260536062865,2.3816746514531,0.138434950358942,0.47037289762845,"PFDN5"
"SDF2",-0.287047530954966,9.69447057120899,2.37960959719076,0.138596299646126,0.470487898522729,"SDF2"
"SMIM8",-0.367038497986793,5.90076432566531,2.37793753802713,0.138740348460976,0.470544012703126,"SMIM8"
"ZNF839",-0.737380848261503,2.8442024820314,2.36593479742877,0.139073103070206,0.470928407548573,"ZNF839"
"RP11-575A19.2",-0.6764305977429,2.77027072957933,2.36238477023768,0.139179811292979,0.470928407548573,"RP11-575A19.2"
"KLRD1",0.918492757597697,2.29205297492614,2.3235232937098,0.139500539803305,0.470928407548573,"KLRD1"
"SLC25A28",-0.53951733522985,4.59021181107716,2.36890263512371,0.139546545736312,0.470928407548573,"SLC25A28"
"CWF19L1",0.540575659578222,5.29907999945022,2.36556817992379,0.139740474299579,0.470928407548573,"CWF19L1"
"TMEM69",-0.327435983006432,5.61621968238409,2.3643653183809,0.139818073730376,0.470928407548573,"TMEM69"
"PECAM1",-0.360142621305185,11.8675381834457,2.3634264031315,0.139872874298536,0.470928407548573,"PECAM1"
"ATAD1",0.547236593515287,5.42248406015815,2.36379024547456,0.139874670643153,0.470928407548573,"ATAD1"
"RNF167",0.413476172750212,8.0171334928159,2.36157401760619,0.140020700395349,0.470990323116533,"RNF167"
"OSTM1",0.325713856516225,7.72811216740599,2.35786362397081,0.14031594406929,0.471553582527942,"OSTM1"
"VPS37B",0.510358736681397,4.72558245017683,2.35467348805466,0.140660843801894,0.472282541973601,"VPS37B"
"HIPK2",0.669118245002238,5.41141405772082,2.35025837328481,0.140955642563639,0.4727640065316,"HIPK2"
"RCBTB1",-0.507163145860726,4.88047391982975,2.34937472172814,0.14106047999764,0.4727640065316,"RCBTB1"
"GTSF1",-0.704831962590031,3.2789943379074,2.34401940601396,0.141545250514473,0.473958234481311,"GTSF1"
"C1orf56",0.629161189616972,5.23921701111425,2.34026898807146,0.141767798598201,0.474077024501737,"C1orf56"
"EXOC2",0.638978545506349,3.97193894208183,2.33966498038793,0.142000619583767,0.474077024501737,"EXOC2"
"FGFR1OP",-0.453720730164822,5.88698071836951,2.33669138370316,0.142026279315988,0.474077024501737,"FGFR1OP"
"NUP50-AS1",-0.477998429692754,5.75232380048724,2.33467403664509,0.142192585080397,0.474077024501737,"NUP50-AS1"
"RP11-894P9.1",-0.644340661741999,2.97487001607674,2.32890952373632,0.142379877860778,0.474077024501737,"RP11-894P9.1"
"FOS",-0.695987163577527,11.6937892789547,2.33171238593743,0.142415803319732,0.474077024501737,"FOS"
"TRAC",-0.724379036412848,3.12483496768913,2.33026301446629,0.142480059667324,0.474077024501737,"TRAC"
"USP15",-0.298865972808261,11.8853878778328,2.3283443533226,0.142689114690154,0.474344894780781,"USP15"
"GPALPP1",0.958800233065023,2.019431543978,2.26106749695492,0.142974396066436,0.474648527712678,"GPALPP1"
"INTS7",-1.02650292905012,2.88851854856648,2.31528627329788,0.143037713500406,0.474648527712678,"INTS7"
"MIR223",0.321448410346088,10.6273532542224,2.3201034206656,0.143360525562584,0.474810955003194,"MIR223"
"RP11-78O7.2",-0.943580036518089,2.20346472804063,2.27170337898126,0.143427739666654,0.474810955003194,"RP11-78O7.2"
"MARS",-0.326632807644229,7.55865523365851,2.31708562461431,0.143608629862656,0.474810955003194,"MARS"
"RBBP8",0.656618094627266,4.14809870722555,2.31804386067894,0.143726304550953,0.474810955003194,"RBBP8"
"ANKHD1",-0.473377011070467,3.13496402494119,2.31635699778622,0.143730037056522,0.474810955003194,"ANKHD1"
"RAD1",-0.731548967100145,3.14359662215086,2.31190977590781,0.143997042334574,0.475267518975472,"RAD1"
"RP11-1C1.4",0.915452715111231,1.74715197534505,2.22307042523983,0.14474030957197,0.477130217295836,"RP11-1C1.4"
"NFE2",0.328870200142346,10.8763409971582,2.30234867750883,0.14482001175375,0.477130217295836,"NFE2"
"CTDNEP1",-0.480052405235815,4.30226714619885,2.29663403576764,0.145453932012623,0.478601430633663,"CTDNEP1"
"TCF4",-0.940521477343298,2.15256975688618,2.24361153067792,0.145525963460968,0.478601430633663,"TCF4"
"MIER3",-0.926123385046998,2.27774076307659,2.24782717670877,0.145966443127196,0.479562663134925,"MIER3"
"TEX30",-0.565235625632439,3.5797150552358,2.29052440476293,0.146078166223213,0.479562663134925,"TEX30"
"CHMP6",0.65322139280722,3.64610651560302,2.28629209310927,0.146391512844777,0.480078392898852,"CHMP6"
"ELMSAN1",0.639937175094988,7.65739424790284,2.282244095013,0.146495466234176,0.480078392898852,"ELMSAN1"
"USP22",0.461340997590531,5.46094296271958,2.27596704785547,0.147049720436818,0.48087598886646,"USP22"
"RN7SL220P",-0.815354707377525,1.71574687227281,2.19397085179402,0.147072535263,0.48087598886646,"RN7SL220P"
"ZNHIT1",-0.306415729304134,6.93777383065433,2.27328069724386,0.14725109864382,0.48087598886646,"ZNHIT1"
"CCR7",-1.06215408173937,2.86997649396409,2.26314325717678,0.147260126671843,0.48087598886646,"CCR7"
"RAP1B",-0.306709989454932,8.36821219497858,2.26852474460769,0.147650903604705,0.48172575977132,"RAP1B"
"ACTN1",0.455761345523504,10.1323839226774,2.26267315678316,0.148146688434,0.482916325372314,"ACTN1"
"RP11-806H10.4",-0.811912368364266,1.95586683973974,2.19725494897171,0.14841481599618,0.48295220049833,"RP11-806H10.4"
"CCNYL1",0.588766020420238,3.31020021152238,2.25994223194621,0.148500174814878,0.48295220049833,"CCNYL1"
"STARD3",0.720286650270014,5.8073917691521,2.25702274417816,0.148646490025664,0.48295220049833,"STARD3"
"LGALS9DP",0.739762976042518,2.55877694043431,2.23405763295359,0.148781123770552,0.48295220049833,"LGALS9DP"
"CFAP36",-0.451939496113933,4.53583940872515,2.25619087122039,0.148812100803957,0.48295220049833,"CFAP36"
"SLC35E3",-0.442097792001204,6.38812476361915,2.25227716062931,0.149039873517202,0.483266373706921,"SLC35E3"
"RPL21",-0.359865666985204,5.81101220528976,2.24083721871044,0.15003151491784,0.485826372295591,"RPL21"
"AIMP2",-0.554473107436458,2.69409125249212,2.22895767703752,0.150092700384004,0.485826372295591,"AIMP2"
"CD74",-0.432102659829159,11.0261853619658,2.22696830407829,0.151219572077753,0.489044891294397,"CD74"
"CETN3",0.686839085189396,2.53482559882758,2.20284653090201,0.151479356197428,0.489213641078042,"CETN3"
"ZC3H10",0.726467719990222,3.03753595668041,2.21968045555314,0.15153690833393,0.489213641078042,"ZC3H10"
"GPR19",-1.12040351429337,2.77385543862713,2.20185466407542,0.152167019460782,0.490218218726732,"GPR19"
"LINC00641",-0.655891303110692,3.56976615826884,2.21879886485323,0.152196066091832,0.490218218726732,"LINC00641"
"PRPF18",-0.37463402157905,5.45283523735236,2.21552166659278,0.152246633783424,0.490218218726732,"PRPF18"
"HDGF",-0.490102080620824,4.71494813998593,2.213031408244,0.152526904078748,0.490692481299547,"HDGF"
